MCC,ZIPCode,Currency,CardType,Device,Flag
9581,180,3,2,1,Normal
5462,190,2,2,1,Normal
6315,193,3,3,3,Fraud
2411,276,1,3,1,Fraud
5341,114,2,2,2,Fraud
3930,238,2,2,3,Normal
6541,117,1,3,2,Normal
9818,46,1,2,1,Fraud
1896,243,2,2,1,Normal
3802,253,1,1,1,Fraud
5777,83,1,3,3,Normal
9707,9,2,2,3,Normal
8997,58,1,2,2,Fraud
4131,8,1,1,1,Normal
7510,187,2,1,1,Fraud
1398,222,3,1,3,Fraud
5923,200,2,2,1,Normal
8717,174,2,3,3,Normal
6136,183,1,2,3,Fraud
4035,37,1,3,2,Normal
9110,80,2,2,1,Fraud
3874,170,1,3,3,Normal
9837,200,3,3,1,Normal
7361,21,2,1,1,Normal
4244,167,2,1,2,Normal
3404,12,2,2,3,Fraud
4702,223,3,3,3,Normal
4428,285,1,1,2,Normal
4556,269,1,1,2,Fraud
7458,50,3,1,3,Normal
8147,114,2,2,3,Normal
4828,231,2,2,2,Fraud
5881,64,1,1,3,Normal
8722,222,3,1,1,Fraud
6183,46,2,1,1,Normal
2278,282,1,3,2,Fraud
8727,12,3,2,1,Fraud
3488,24,3,1,3,Normal
7917,224,3,3,2,Normal
7272,31,1,3,1,Normal
3227,179,2,1,1,Normal
9354,226,1,2,2,Normal
8087,24,3,1,1,Fraud
2723,302,1,1,2,Normal
9493,13,1,1,2,Normal
2377,122,3,2,2,Normal
7377,198,3,3,3,Fraud
9824,115,3,2,2,Fraud
1011,81,1,1,2,Normal
5768,189,3,3,3,Normal
1629,38,1,2,2,Fraud
2622,115,2,3,3,Normal
3081,234,2,1,3,Normal
7911,309,2,1,3,Normal
4081,17,2,1,1,Fraud
2663,298,2,3,1,Fraud
9906,134,1,1,2,Normal
7664,74,1,3,2,Normal
5006,88,1,3,1,Normal
3424,2,1,3,2,Normal
9454,107,3,1,2,Normal
2633,144,1,1,3,Fraud
1864,33,2,3,3,Normal
7429,212,2,1,1,Normal
1154,41,1,1,3,Normal
9553,104,1,3,2,Normal
4937,212,1,1,1,Fraud
2831,314,1,1,2,Normal
4067,247,3,3,2,Fraud
4641,183,3,1,3,Normal
6283,69,3,1,3,Fraud
3322,101,1,2,3,Normal
3946,148,2,2,3,Fraud
7464,86,2,2,3,Fraud
2572,249,3,3,3,Normal
6738,284,2,2,1,Normal
4770,126,2,1,3,Normal
3123,35,2,2,3,Fraud
3095,118,2,2,3,Fraud
3581,302,3,3,1,Fraud
6939,177,1,2,1,Fraud
6288,306,3,3,1,Fraud
8427,217,1,1,2,Normal
6600,15,2,3,2,Normal
9388,252,3,1,3,Normal
9599,1,2,1,1,Fraud
7506,311,2,1,1,Normal
3187,286,2,3,1,Fraud
8681,114,1,3,2,Normal
7799,9,3,1,3,Normal
1087,312,2,2,3,Fraud
2920,79,3,3,3,Normal
7691,35,1,3,3,Fraud
4634,296,2,1,2,Fraud
9783,96,1,2,2,Normal
3108,32,1,1,2,Fraud
5147,237,2,2,1,Fraud
3229,200,3,3,1,Fraud
1774,314,1,2,1,Fraud
6952,93,3,1,2,Normal
5089,95,1,3,1,Fraud
1057,5,2,2,1,Normal
6457,141,2,2,3,Fraud
6640,180,2,3,2,Normal
3746,33,1,3,3,Fraud
5079,188,2,2,2,Normal
6790,57,2,1,1,Normal
6014,4,2,2,2,Fraud
2049,231,3,2,2,Normal
6578,167,3,1,2,Fraud
7008,166,2,2,2,Fraud
1547,131,2,2,1,Fraud
6403,97,2,2,1,Fraud
2836,292,2,3,2,Fraud
3790,100,2,1,3,Normal
6412,260,2,3,3,Fraud
7593,156,3,2,2,Fraud
9721,9,2,1,3,Fraud
4771,42,3,3,2,Fraud
4594,193,1,2,1,Fraud
4651,112,1,2,1,Normal
9659,19,3,3,1,Fraud
7761,43,2,1,1,Fraud
6619,237,2,2,1,Normal
5078,47,3,2,1,Fraud
3000,194,1,3,1,Normal
1339,139,3,3,2,Fraud
5331,135,2,1,2,Normal
2862,284,3,3,2,Normal
5541,270,2,3,2,Normal
2765,278,2,1,3,Fraud
9173,170,2,2,3,Normal
9974,55,3,2,3,Normal
3077,199,2,3,3,Fraud
7578,76,1,3,3,Normal
7339,28,1,3,3,Normal
5061,283,2,3,1,Fraud
8589,222,3,1,3,Fraud
5701,48,2,3,1,Fraud
9472,99,2,1,2,Normal
3468,248,2,2,2,Fraud
4547,40,2,3,1,Fraud
1248,299,3,3,1,Fraud
7241,313,2,2,1,Fraud
8038,200,3,1,2,Normal
6257,90,2,2,2,Fraud
6565,151,3,2,1,Normal
5808,134,2,3,2,Normal
5365,11,3,2,1,Fraud
5328,66,3,2,3,Fraud
2247,84,3,3,3,Normal
7147,207,1,2,1,Normal
9271,54,3,2,1,Normal
5931,249,1,3,3,Fraud
4860,39,2,2,1,Fraud
8073,163,2,1,2,Normal
9781,316,1,3,1,Fraud
3521,277,2,2,2,Normal
7773,36,2,1,1,Normal
6822,301,2,3,3,Fraud
8398,210,1,1,1,Normal
2525,173,3,3,1,Fraud
1377,140,1,2,3,Fraud
2974,156,2,1,1,Fraud
2985,273,3,3,3,Normal
6808,241,1,2,2,Fraud
2510,178,3,1,3,Normal
3628,274,1,3,1,Fraud
2971,160,3,3,2,Normal
5990,288,3,3,3,Fraud
5554,68,1,3,3,Fraud
8197,96,3,2,3,Normal
4585,304,1,3,2,Normal
8838,97,1,1,3,Fraud
4634,217,2,2,2,Fraud
6452,304,3,2,3,Fraud
1744,261,1,3,3,Fraud
8002,109,1,2,2,Fraud
5193,50,3,2,3,Normal
6607,305,3,1,2,Fraud
4366,284,1,3,3,Fraud
4054,298,2,2,1,Normal
9287,250,3,1,3,Normal
1797,231,3,1,2,Fraud
9483,314,3,2,1,Normal
5802,168,1,3,2,Fraud
9138,221,3,2,2,Normal
5890,291,1,1,2,Fraud
8641,214,1,3,2,Normal
6108,226,3,2,1,Fraud
3136,133,1,3,1,Fraud
4672,271,3,3,1,Normal
9252,31,3,1,3,Normal
6488,63,1,3,3,Normal
8891,164,3,3,3,Normal
7360,92,1,2,3,Fraud
3802,247,3,3,1,Fraud
9721,49,1,1,2,Fraud
5562,54,2,2,3,Fraud
4490,143,3,1,1,Normal
8315,15,3,2,3,Fraud
6920,308,3,1,3,Normal
7705,112,3,2,2,Normal
2847,172,3,3,3,Fraud
9703,181,3,3,2,Fraud
6953,16,2,3,3,Normal
2171,84,3,1,3,Normal
4138,70,1,3,2,Fraud
3241,26,1,2,1,Normal
8946,185,1,1,3,Normal
2284,171,3,3,1,Fraud
2776,270,2,2,1,Normal
7739,141,3,3,3,Fraud
9667,235,2,1,2,Fraud
8799,174,2,2,1,Normal
5911,151,1,3,3,Fraud
6549,140,3,1,3,Normal
7768,19,2,2,2,Normal
3862,171,1,3,3,Normal
7880,162,3,3,2,Fraud
3464,167,3,2,1,Normal
4549,235,3,1,2,Fraud
3170,315,1,2,3,Fraud
9880,79,1,2,2,Fraud
1288,109,2,1,3,Normal
5705,256,3,2,2,Fraud
9968,139,3,3,3,Normal
3840,85,1,2,1,Normal
6233,227,3,2,1,Fraud
6042,217,1,1,2,Normal
6663,183,1,1,1,Fraud
2855,184,2,3,1,Normal
5389,276,3,1,2,Normal
7752,90,3,2,1,Fraud
2655,126,3,1,1,Fraud
6686,4,2,2,1,Normal
6953,73,1,1,3,Normal
3305,41,3,2,2,Normal
5333,148,3,3,3,Normal
8993,88,3,1,2,Fraud
6485,300,2,3,3,Fraud
3900,286,2,3,2,Fraud
8066,165,3,2,3,Normal
4055,312,1,1,3,Normal
7859,138,3,1,1,Fraud
9172,226,3,3,1,Normal
9610,197,2,2,3,Normal
7456,29,3,2,3,Fraud
9598,298,1,3,3,Normal
4183,228,3,2,2,Fraud
6372,65,2,1,2,Normal
8013,31,2,3,1,Fraud
8420,278,2,2,3,Fraud
5954,79,3,3,2,Fraud
3682,190,2,2,3,Normal
2660,174,2,2,1,Normal
1159,314,1,3,1,Normal
2615,246,3,1,2,Normal
6473,243,2,2,3,Fraud
5223,237,2,2,1,Fraud
2923,207,2,2,2,Fraud
2700,150,2,3,2,Normal
9881,177,3,3,1,Fraud
3924,51,1,3,2,Normal
8599,167,3,3,2,Fraud
6867,159,1,2,2,Fraud
8030,277,1,3,1,Normal
3142,248,1,1,3,Fraud
2786,218,2,1,3,Fraud
3975,90,3,2,2,Fraud
1606,261,3,1,2,Fraud
8856,10,2,3,2,Fraud
3140,138,1,1,3,Normal
2993,176,1,2,2,Fraud
4420,311,1,3,3,Fraud
3313,316,3,1,3,Fraud
3068,205,3,2,2,Normal
3737,216,2,3,1,Fraud
2287,128,1,1,3,Normal
2404,269,3,1,3,Fraud
8977,51,3,3,3,Fraud
1875,200,1,2,1,Normal
9686,87,2,1,1,Fraud
3353,239,3,1,1,Fraud
9049,167,2,1,1,Normal
1732,11,3,2,1,Fraud
6721,212,2,3,3,Normal
6032,243,3,2,2,Fraud
1196,62,2,3,2,Normal
9398,210,1,2,1,Normal
7909,81,2,3,2,Normal
7812,282,1,1,1,Fraud
9369,184,3,2,1,Fraud
5545,76,3,1,1,Fraud
4114,189,1,1,3,Normal
4559,211,3,1,3,Normal
6773,239,2,3,3,Normal
7594,258,2,3,1,Fraud
2707,66,1,2,1,Fraud
7334,99,3,3,3,Normal
6625,29,3,1,1,Fraud
2926,270,3,3,3,Fraud
6667,222,2,2,2,Normal
2130,37,2,3,2,Fraud
6522,300,1,3,3,Fraud
8435,135,3,2,2,Normal
4180,70,1,3,2,Normal
1643,247,2,3,3,Fraud
6860,138,2,2,1,Fraud
7776,55,1,2,2,Normal
9987,40,2,3,3,Fraud
3005,246,1,1,1,Normal
9034,148,2,1,2,Normal
9829,226,3,1,1,Normal
8151,56,2,2,1,Normal
6084,59,1,3,1,Normal
7011,55,1,2,2,Normal
2850,207,2,2,3,Normal
1623,138,2,1,2,Fraud
6974,208,1,3,1,Normal
9330,25,3,1,2,Fraud
5501,85,3,1,2,Fraud
1883,44,2,2,3,Fraud
2114,64,1,3,3,Fraud
8219,25,3,2,2,Fraud
4560,129,3,2,2,Fraud
8137,42,3,2,1,Fraud
4743,193,1,1,1,Fraud
4409,137,3,1,3,Normal
5636,169,2,3,1,Fraud
2865,3,1,1,3,Normal
4111,124,1,1,3,Fraud
4742,5,2,3,2,Fraud
7427,151,1,1,1,Fraud
3190,221,1,2,1,Normal
7504,151,1,3,1,Fraud
8096,152,2,3,2,Normal
3933,47,3,3,1,Fraud
3400,155,1,3,2,Fraud
5909,213,3,3,1,Fraud
3381,281,1,2,1,Normal
3785,131,1,2,1,Fraud
3946,294,2,1,2,Fraud
1869,27,3,2,2,Normal
4386,92,1,3,1,Fraud
9239,86,2,1,1,Fraud
9950,36,3,2,3,Normal
3128,161,3,2,2,Normal
7859,174,1,2,3,Fraud
8091,133,2,1,1,Normal
2196,313,2,1,1,Normal
6828,235,1,2,2,Fraud
4317,188,3,3,2,Fraud
2361,282,2,1,3,Normal
8617,70,1,1,2,Fraud
2998,131,3,2,1,Fraud
1552,63,1,2,3,Fraud
4106,64,2,2,1,Fraud
9299,264,2,3,1,Normal
6937,314,1,2,2,Normal
5809,34,1,3,2,Normal
8045,49,1,3,3,Fraud
3310,118,1,3,1,Fraud
6087,194,2,3,1,Normal
4864,155,3,2,3,Normal
9994,309,3,1,1,Fraud
7747,229,2,2,3,Fraud
5972,196,2,2,1,Normal
2823,78,1,3,1,Fraud
1005,114,1,1,1,Fraud
3520,183,3,3,1,Normal
6900,30,2,3,1,Fraud
7421,28,2,2,3,Fraud
9933,270,1,3,2,Fraud
7689,52,3,3,1,Fraud
3696,34,1,2,2,Normal
2915,228,3,3,2,Normal
1689,51,2,1,1,Normal
3474,21,2,3,1,Normal
6937,211,3,1,2,Normal
4488,306,3,2,1,Normal
7618,212,1,3,3,Fraud
6098,203,1,2,2,Normal
9755,168,1,3,2,Fraud
3779,17,1,3,2,Normal
5366,160,3,2,3,Fraud
4144,104,2,1,3,Normal
8156,22,1,1,2,Fraud
1063,41,2,2,3,Normal
7870,202,3,2,3,Fraud
5000,53,3,1,3,Fraud
3715,14,1,2,1,Normal
6925,51,2,3,1,Fraud
9299,86,1,3,2,Fraud
5733,175,1,3,2,Fraud
5800,53,1,1,3,Normal
3687,51,2,1,3,Normal
8927,266,2,2,1,Normal
5176,209,2,1,1,Normal
2036,107,3,3,2,Fraud
3124,309,1,3,3,Normal
1757,248,2,2,3,Normal
1962,41,1,3,2,Normal
4548,295,2,2,1,Normal
6568,278,2,3,3,Normal
2992,63,2,2,1,Normal
5878,242,2,2,1,Fraud
8791,1,1,3,2,Fraud
4243,243,2,3,2,Fraud
5106,8,2,3,1,Normal
1957,107,3,3,3,Fraud
8476,309,3,1,1,Fraud
5219,214,1,3,2,Normal
8552,12,3,3,3,Normal
3107,249,2,2,2,Normal
9487,138,1,3,1,Normal
7184,67,3,1,3,Normal
5293,282,2,3,1,Normal
9320,99,1,1,1,Fraud
1995,131,3,1,1,Fraud
3134,28,2,3,3,Normal
3510,209,1,3,3,Normal
9794,105,3,1,2,Normal
9897,295,2,3,3,Fraud
7072,19,3,2,2,Normal
5295,174,1,1,1,Fraud
7262,117,2,1,3,Fraud
1468,53,2,1,3,Normal
5405,181,3,1,2,Normal
6034,143,1,1,1,Fraud
7311,88,2,1,1,Normal
4615,280,1,1,1,Normal
8725,112,1,1,3,Fraud
2264,244,3,2,3,Normal
7899,263,3,1,3,Fraud
8913,251,3,1,2,Normal
2505,47,2,1,1,Fraud
4127,12,2,2,1,Fraud
9565,81,2,2,3,Fraud
1009,210,1,2,2,Normal
8214,245,1,3,1,Fraud
1854,212,2,3,3,Fraud
7453,204,2,3,3,Fraud
6221,288,3,2,3,Fraud
8673,83,2,2,3,Fraud
9335,203,1,3,1,Normal
2047,292,3,2,3,Fraud
6559,81,2,1,1,Normal
2231,117,2,2,1,Normal
9714,90,2,3,2,Normal
1201,33,3,3,3,Fraud
8405,135,2,2,2,Normal
6419,111,1,2,2,Normal
1626,155,2,1,1,Fraud
5254,150,3,2,2,Normal
8721,316,3,1,1,Normal
3072,122,3,1,1,Fraud
5046,177,3,1,1,Normal
1631,64,3,1,3,Normal
7781,54,2,2,1,Fraud
8095,45,1,1,2,Normal
1104,136,3,2,1,Normal
6233,220,2,2,2,Fraud
2933,163,1,3,3,Normal
2181,141,1,1,2,Fraud
2223,140,1,1,2,Normal
5008,34,1,1,1,Fraud
2435,109,2,2,1,Fraud
5476,296,2,1,1,Normal
3023,186,3,1,3,Normal
5218,51,1,3,3,Fraud
3147,158,3,2,1,Normal
9532,87,1,2,2,Fraud
2011,225,1,3,1,Normal
8330,294,1,2,2,Normal
9127,209,2,2,1,Fraud
7612,136,1,2,1,Fraud
8677,139,3,2,1,Normal
1676,48,2,3,3,Fraud
9764,145,1,3,1,Fraud
3694,47,3,2,1,Fraud
8168,71,1,1,3,Normal
4884,36,1,1,3,Normal
8057,20,2,2,1,Fraud
8031,43,2,2,2,Fraud
3810,161,2,3,2,Fraud
4533,109,3,2,1,Normal
4649,175,2,2,2,Fraud
3068,161,1,3,1,Normal
3772,310,2,1,2,Fraud
6419,119,1,2,1,Normal
1061,100,1,3,1,Fraud
5628,126,2,2,2,Fraud
5574,130,2,3,1,Fraud
8911,100,1,1,3,Fraud
9153,199,1,1,3,Normal
9019,26,3,1,1,Fraud
5902,18,2,1,2,Fraud
4027,254,3,2,3,Normal
5226,278,1,2,3,Fraud
3440,265,2,2,1,Normal
5557,202,1,3,1,Fraud
6213,209,1,2,2,Normal
2436,143,1,2,1,Normal
2580,308,3,3,2,Normal
2897,223,1,2,2,Fraud
8697,190,2,2,1,Normal
5723,230,1,1,3,Normal
1845,262,2,2,1,Fraud
4118,98,2,2,2,Normal
8524,36,1,3,2,Normal
1604,262,3,2,2,Fraud
3187,168,1,1,2,Normal
1058,67,3,1,1,Normal
1286,261,2,3,3,Fraud
6151,245,3,1,2,Normal
5774,177,3,3,1,Fraud
3230,305,2,3,2,Normal
5525,111,1,3,2,Normal
9981,128,1,3,3,Normal
1432,273,3,3,3,Normal
8876,240,3,3,2,Normal
2268,125,2,1,2,Fraud
4125,176,1,1,2,Normal
5905,141,2,3,2,Normal
2786,158,3,1,3,Fraud
7539,125,2,3,2,Fraud
4861,6,3,3,3,Fraud
9520,232,1,3,3,Normal
3992,299,1,3,3,Fraud
2245,3,2,1,2,Normal
3836,309,3,1,1,Fraud
1646,245,2,3,2,Normal
3746,305,1,1,2,Normal
9220,180,3,3,3,Fraud
8618,60,2,3,1,Fraud
5117,110,3,2,3,Fraud
7028,63,3,1,1,Normal
6384,81,2,1,1,Normal
1946,137,3,3,2,Fraud
5753,54,1,1,1,Normal
4699,313,2,2,2,Normal
3567,101,2,1,3,Fraud
8841,92,2,3,3,Fraud
2621,10,1,1,3,Normal
3507,62,2,1,1,Normal
4642,201,1,2,1,Fraud
4298,234,3,2,1,Fraud
2670,296,2,1,3,Normal
4319,309,3,3,3,Fraud
3342,214,1,3,3,Fraud
6332,98,3,3,2,Normal
5104,12,2,2,1,Normal
5650,103,2,3,1,Fraud
2606,213,1,1,2,Normal
6568,296,2,3,2,Fraud
6623,154,3,3,3,Normal
6255,267,3,2,1,Fraud
1111,135,3,2,1,Normal
7450,93,2,2,1,Fraud
5854,228,2,3,1,Normal
1059,8,3,2,2,Normal
8270,57,3,2,3,Normal
1460,149,2,1,3,Normal
2269,47,3,3,2,Normal
1077,233,2,1,2,Normal
4969,242,3,2,1,Normal
5250,301,2,3,3,Normal
3672,243,1,2,1,Fraud
7501,165,1,3,2,Normal
9614,3,2,1,1,Fraud
4711,49,3,1,2,Fraud
2428,267,2,1,3,Normal
8014,1,1,2,3,Normal
1227,2,1,2,2,Fraud
7847,251,3,2,3,Normal
5349,36,2,2,2,Fraud
2519,178,2,1,3,Normal
1807,57,3,1,2,Fraud
4292,144,3,1,3,Fraud
3866,315,1,2,1,Fraud
2404,122,1,1,2,Fraud
7224,128,1,1,2,Normal
3193,86,3,3,2,Normal
1424,138,3,2,3,Fraud
3901,36,3,2,1,Normal
9702,189,3,2,2,Normal
1082,83,2,1,2,Normal
7930,10,1,3,3,Fraud
9563,101,2,1,2,Fraud
4591,101,3,1,1,Normal
6094,196,3,2,3,Fraud
6097,304,1,2,1,Fraud
7404,128,1,2,3,Fraud
5820,147,2,3,3,Fraud
5674,30,1,1,3,Fraud
9932,203,2,3,2,Fraud
3460,54,2,1,2,Normal
8762,206,3,1,2,Fraud
9056,50,1,2,3,Fraud
6745,220,3,3,1,Fraud
9233,112,3,1,3,Normal
8663,234,1,3,3,Fraud
8940,88,1,1,2,Fraud
6565,101,1,1,3,Fraud
1233,136,2,3,3,Normal
2379,22,3,3,2,Fraud
1160,215,2,2,1,Normal
4831,211,3,1,2,Fraud
3914,197,3,1,1,Normal
1195,148,1,2,2,Normal
5570,108,2,3,1,Normal
7738,307,1,1,2,Normal
4950,31,2,2,3,Normal
5311,54,3,2,2,Normal
5744,3,3,3,1,Normal
1654,202,1,3,2,Fraud
6163,98,1,2,3,Fraud
1338,213,3,1,3,Fraud
1991,224,3,3,2,Fraud
5485,286,2,1,1,Fraud
9040,56,2,1,1,Normal
5554,84,1,2,1,Normal
1884,38,3,1,1,Fraud
2805,148,1,3,3,Normal
1917,93,2,1,2,Fraud
1287,289,1,2,2,Normal
8010,246,3,2,3,Fraud
4492,174,2,3,2,Fraud
9395,114,1,1,1,Fraud
9369,79,1,1,3,Fraud
3979,276,3,3,2,Fraud
7745,74,2,1,2,Normal
1502,277,2,2,3,Normal
9502,174,3,2,1,Normal
4038,286,2,2,1,Fraud
8551,89,1,1,2,Fraud
5775,241,2,2,2,Normal
3495,288,2,1,3,Fraud
9790,72,3,1,1,Fraud
1572,213,3,1,1,Normal
5432,177,3,1,2,Fraud
6696,192,1,1,1,Fraud
3741,198,1,3,3,Fraud
3064,188,2,1,3,Normal
9695,89,3,1,3,Fraud
7667,260,2,1,3,Fraud
2034,234,1,2,3,Fraud
1583,213,1,1,3,Fraud
1092,75,2,3,1,Fraud
6739,102,1,3,3,Fraud
6150,127,3,1,1,Fraud
7885,142,1,2,1,Fraud
3951,204,3,1,1,Fraud
3235,293,3,2,3,Normal
1049,250,3,2,3,Fraud
7205,309,3,1,1,Fraud
9148,269,1,2,3,Fraud
5185,275,1,1,3,Normal
2403,71,3,2,2,Normal
9970,27,2,2,1,Fraud
8034,188,2,3,1,Normal
3793,98,2,2,2,Normal
3201,64,3,2,2,Normal
3302,55,2,3,2,Fraud
6446,36,2,2,2,Normal
8417,135,3,1,3,Normal
9569,307,2,1,2,Fraud
5070,199,2,3,1,Normal
1137,229,2,3,3,Normal
3000,164,1,2,2,Fraud
2873,312,1,1,1,Normal
5875,42,3,1,2,Fraud
3647,100,3,3,3,Fraud
9104,97,2,2,2,Fraud
4566,57,3,2,1,Normal
3131,270,3,2,2,Normal
9581,1,2,1,2,Fraud
9930,135,1,2,1,Normal
9050,69,1,2,3,Fraud
2146,297,3,3,1,Normal
2472,177,3,2,3,Fraud
7106,13,1,1,1,Fraud
8775,308,2,2,1,Fraud
9568,308,3,2,1,Normal
9613,313,1,3,1,Fraud
5215,55,3,2,1,Fraud
7792,78,2,2,1,Normal
1058,28,3,3,3,Normal
6592,140,2,3,3,Normal
9665,105,2,3,1,Normal
8546,149,1,2,2,Fraud
5402,305,1,2,1,Fraud
4537,27,2,1,3,Fraud
4071,236,3,3,1,Normal
1077,241,3,3,3,Fraud
3715,293,2,1,3,Normal
6711,117,1,1,2,Normal
8753,113,1,1,3,Normal
7662,32,3,2,3,Normal
8913,256,3,3,3,Normal
4047,278,3,3,3,Fraud
5257,295,1,1,3,Fraud
2723,84,3,2,1,Fraud
4046,171,2,3,2,Fraud
9825,9,3,2,1,Normal
2542,185,3,3,3,Fraud
9103,22,3,2,2,Normal
5480,10,2,2,3,Normal
8569,5,2,2,1,Normal
9042,181,1,3,3,Fraud
8227,132,2,1,1,Normal
5576,117,2,3,1,Fraud
8980,283,2,2,3,Normal
3865,186,1,3,2,Fraud
4963,242,3,1,2,Fraud
8345,253,2,2,1,Normal
6051,10,3,1,2,Fraud
2024,234,2,2,3,Fraud
8957,132,1,3,2,Normal
1074,26,3,1,3,Normal
2983,291,1,3,2,Fraud
1678,269,2,3,1,Normal
3408,62,2,3,2,Fraud
6216,129,3,3,2,Fraud
9157,47,3,2,1,Fraud
4242,297,1,3,2,Normal
6049,223,1,2,1,Normal
3848,204,1,3,2,Normal
9717,166,3,1,2,Normal
3485,227,2,1,1,Normal
5038,286,2,1,3,Normal
8628,233,3,2,2,Normal
7411,233,2,1,3,Normal
4963,292,2,2,1,Normal
6270,118,1,2,3,Normal
8477,223,2,2,3,Fraud
3681,43,2,3,3,Normal
9889,5,2,3,2,Fraud
7940,65,3,2,3,Normal
2235,82,3,2,3,Normal
6697,232,1,2,1,Normal
6738,148,2,3,1,Normal
3689,27,3,3,2,Fraud
2092,200,1,2,2,Normal
5426,301,2,3,2,Fraud
9057,276,3,1,2,Normal
8602,190,2,2,2,Fraud
3081,122,1,1,3,Normal
8081,152,2,3,3,Normal
6343,184,1,1,3,Normal
7112,146,2,2,2,Fraud
6453,58,2,1,1,Fraud
6800,182,1,1,1,Normal
1909,180,1,3,3,Normal
8776,36,2,3,2,Fraud
7086,160,1,3,2,Normal
5500,44,3,3,3,Normal
4524,140,3,2,1,Normal
6182,200,1,2,3,Normal
2991,50,2,3,2,Fraud
8811,221,1,2,2,Fraud
5482,201,3,2,3,Normal
7155,162,1,2,3,Fraud
1323,32,3,1,3,Fraud
8956,291,1,1,1,Normal
7776,14,2,1,3,Fraud
9309,186,2,2,3,Fraud
1043,48,2,2,2,Fraud
4488,98,1,2,2,Normal
5910,257,3,3,1,Fraud
3623,230,3,1,2,Normal
3595,100,2,1,2,Normal
1376,44,2,3,2,Fraud
9284,227,3,1,3,Normal
4527,16,2,3,1,Fraud
3558,112,1,2,1,Normal
8017,221,3,2,2,Fraud
4907,300,3,1,2,Fraud
1162,37,2,2,3,Normal
2079,264,2,2,1,Fraud
1531,262,2,1,1,Fraud
9909,116,2,1,2,Normal
7329,33,1,2,3,Normal
7343,299,1,2,1,Fraud
2448,151,2,1,1,Fraud
3701,76,2,3,3,Normal
3300,93,1,3,3,Fraud
4673,203,2,3,1,Normal
2905,269,3,2,1,Fraud
4909,186,1,3,2,Fraud
5577,33,2,3,1,Fraud
1530,146,1,1,1,Normal
5245,112,2,2,2,Normal
4178,122,2,1,2,Fraud
9414,13,1,3,1,Normal
8852,252,1,1,2,Fraud
2985,84,2,3,1,Fraud
4499,148,1,2,1,Normal
4580,208,3,2,3,Fraud
2930,254,3,1,2,Normal
5298,180,2,1,1,Fraud
9169,289,2,2,1,Normal
7795,96,3,2,1,Fraud
9527,236,3,3,1,Normal
6444,235,2,1,1,Normal
3034,90,2,1,1,Normal
1545,155,3,1,3,Normal
2575,73,2,3,3,Fraud
7775,295,3,2,3,Fraud
5931,214,1,2,1,Normal
6528,19,1,3,3,Fraud
2686,235,1,2,2,Normal
3231,47,2,3,2,Normal
6684,316,2,1,2,Normal
2646,202,3,1,1,Fraud
1162,104,1,1,1,Normal
8119,310,1,1,1,Normal
2640,11,3,3,2,Fraud
9064,163,3,2,1,Normal
6192,190,1,1,1,Normal
9902,188,3,3,2,Normal
5117,171,3,1,1,Fraud
1911,241,2,1,3,Fraud
7845,281,2,1,3,Fraud
9903,270,3,2,1,Fraud
7514,309,3,1,2,Fraud
2800,63,1,3,1,Fraud
8983,90,1,3,1,Normal
5199,61,2,3,3,Fraud
3672,165,3,1,3,Normal
2975,140,3,1,1,Fraud
8281,163,3,2,3,Normal
2084,171,3,1,3,Normal
4908,301,1,3,3,Fraud
8718,148,1,3,2,Fraud
2105,56,3,2,1,Normal
7246,105,1,2,3,Fraud
7837,233,1,1,3,Fraud
9237,255,1,2,2,Fraud
6501,177,1,2,3,Normal
6865,252,3,3,3,Fraud
8299,122,3,1,2,Normal
3819,309,3,3,2,Fraud
3980,43,1,1,1,Fraud
5030,256,3,3,1,Normal
6037,248,3,3,3,Normal
4019,196,1,1,1,Fraud
4981,282,2,1,1,Fraud
6571,131,3,3,3,Fraud
7737,270,1,3,3,Normal
7592,17,1,1,2,Normal
2230,127,3,3,2,Fraud
4444,233,3,1,3,Normal
9232,288,2,1,1,Normal
3663,61,1,1,3,Fraud
1808,105,3,1,2,Fraud
9544,285,2,2,1,Fraud
1866,35,2,3,2,Fraud
3225,314,1,3,1,Fraud
8848,264,2,2,3,Normal
3555,199,1,2,2,Normal
9162,183,1,3,2,Normal
8773,275,3,2,1,Fraud
9686,50,3,2,3,Normal
7896,252,2,1,1,Normal
2350,273,1,3,1,Normal
8265,202,1,2,2,Fraud
2839,3,3,1,2,Normal
3170,173,1,3,3,Normal
7087,163,3,2,1,Normal
2619,316,1,3,1,Fraud
8759,207,1,2,3,Normal
3683,274,3,3,2,Normal
2255,235,2,2,2,Normal
8938,259,3,3,1,Fraud
1337,57,2,2,2,Normal
9504,100,3,1,2,Normal
1239,158,2,3,1,Normal
7667,133,1,3,1,Normal
8584,264,2,2,1,Fraud
1306,277,2,2,3,Fraud
2849,193,2,3,1,Normal
2804,294,3,3,1,Fraud
3687,131,1,1,3,Normal
5116,106,2,1,1,Normal
1469,195,3,2,3,Normal
6704,162,1,2,1,Normal
3048,283,2,1,3,Fraud
2373,164,1,3,2,Fraud
9383,48,3,2,2,Fraud
8259,226,2,3,1,Fraud
3263,270,1,2,1,Fraud
5342,144,2,1,3,Normal
2201,19,2,1,3,Fraud
4854,94,1,3,1,Fraud
1461,280,3,2,1,Normal
1460,102,3,1,3,Normal
9250,152,3,1,3,Fraud
7702,261,3,3,3,Normal
9610,272,1,2,1,Fraud
